Station ID,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10,Day 11,Day 12,Day 13,Day 14,Day 15,Day 16,Day 17,Day 18,Day 19,Day 20,Day 21,Day 22,Day 23,Day 24,Day 25,Day 26,Day 27,Day 28,Day 29,Day 30,Day 31
1,52.429,54.5,58.625,16,17.875,23.25,54.625,NA,NA,NA,NA,NA,27.75,24.75,16.571,12.75,21.375,27.333,31.75,25.125,33,71.5,57,55.125,55.25,51.25,52.375,54.5,51.75,39,43
2,52.625,53.5,58.75,40.625,26.625,25.286,32,48.875,45.5,21.429,28.125,37.375,41,51.5,27.5,14.625,20.875,36.875,39.667,37.5,41.25,42.375,55,53.625,51.75,50.5,51,48,43.5,43,40.75
3,57.25,65.875,57.25,38.75,24.625,31.5,63,75,71.125,23.875,37.286,39.5,54.875,48,40.25,24.5,19,24.625,30.5,37.25,39.75,48,50.5,52.5,50.875,45.25,50.875,38.75,49.375,48.75,51
4,52,48,39.25,31.5,28.25,18.286,35.625,47.5,32.75,NA,29.125,40.375,34,36.5,23.75,13.5,27.75,51,38.125,31.429,40.667,41.625,51.75,48.25,46.5,65.25,49,49,46,33.25,33.625
5,50,59.125,44.25,44.375,35.25,24,33.75,62.125,59,18.714,22.375,40.25,44.625,53.286,34,18.875,24.625,42.25,33.143,36.5,35.75,46.625,56.5,52.25,54.625,NA,NA,54.625,36.375,42.125,36.625
6,37.625,56,52.25,44.125,30.625,14.5,43.75,72.125,61.75,NA,17.125,39.125,44,49.25,27.375,19.75,27.375,41.125,42.75,49.25,44.875,49.875,NA,NA,NA,64.625,49.625,50.25,30.25,46.375,50
7,31.875,64,47.25,36.875,24.375,15,35.875,61.5,59,15.25,21.75,37.625,39,41.25,31.25,17.625,22.75,33.375,36.5,43.25,46,46,51.25,85.125,73,61,41,50.875,32.125,47.5,49.125
8,39.625,51.5,46.75,32,28.125,13.25,36.25,59.5,55.375,9.5,17.875,30.625,48.625,52.625,33.25,18.5,23.375,41,36.25,48.875,65.625,55,61.5,88.625,95.125,70.375,47.625,55.875,40.625,43.375,42.625
9,39.667,54.875,43.125,32.875,29.125,23,43.75,54.625,66,17.125,27,32.75,39.125,41,34,22.875,25.375,39.5,41.125,41.5,37.875,32.875,46.5,72.375,67.5,52,41.125,47.429,38.25,44.375,47
10,41,56.875,38.125,34.875,28.5,17.375,38.125,67.625,55.5,15.75,23.375,39.875,51,50.25,33.75,16.875,32,47.125,39.875,43.625,39,42,50.625,84.875,68.875,84.625,NA,NA,33.125,45.875,41.375
11,40.625,64.375,49.875,39.75,27.75,19.75,41.875,78.375,51,15.875,17,30,47.625,43.875,29.125,12.75,18.875,32.375,31.125,44,53.875,49.125,61.625,74.125,93.625,71.25,50.25,65.25,43.375,42.25,38.75
12,39.625,52.625,56,45.375,34.375,21.375,35.5,70,57,16.125,20.375,37.75,42.875,52,36.625,21.25,34.5,37.5,42.25,56.75,35.857,39.5,45,74.5,50.25,59.125,51.875,43.75,30.875,44.25,44.75
13,NA,52.625,49.125,40.875,32.375,24.875,41,59.75,66,15.25,21.5,36.625,NA,NA,NA,NA,NA,NA,NA,54.375,44.125,43.5,55.75,76.5,52.25,66.75,46.75,46.375,33.125,45,45.25
14,34.25,51.5,51.5,46.625,30.625,17.5,38.375,71,61,15.25,18.5,36.75,41,48.25,28.875,20,27.625,37,39.125,50,45.375,44.75,51.125,86.875,68,61.125,51,55.75,29.875,44.625,47.75
15,40.75,57.125,42.625,33.125,24.875,24.625,53.125,52.25,64.25,18.143,26.714,32.625,37.5,46,37.125,21.25,19.25,20.375,29.5,30.75,38.5,44.5,55.625,51.125,42.375,44.875,41,45.125,45.25,42.25,47.625
16,58.5,69.125,57.875,45.5,29.625,27,38.375,70.5,73.375,NA,NA,44.375,58.75,45.625,33.75,25.875,26.5,29.875,36.875,45.375,42,54.875,57.125,65.5,74.5,56.25,58.5,48.625,43.5,44,48.375
17,48.75,49.375,51.625,18.875,NA,NA,40.625,NA,NA,NA,NA,NA,NA,18.625,17.25,13.125,23.5,37.375,28.75,30.5,48.5,56.875,44.625,53.375,60.125,54,55,67,58.875,38.625,39.625
18,47.625,49.75,54,16,18.75,22,48.5,NA,NA,NA,NA,NA,27.75,23.125,19.25,13,21.375,32.375,28.875,26.75,39.875,63.75,46.5,56.875,55.125,48.25,46.75,55.125,51.875,40.125,40.625
19,49.5,53.375,47.75,33.875,25.625,19.714,33.875,52.625,33.25,20.286,29.125,35.125,36.875,37,23.375,16.75,28.875,46,NA,52.625,43.375,43.75,58.75,53.5,53.25,70.875,52.375,53.75,49.5,34.125,37.875
20,59.875,70.25,47.875,45.625,29.375,28.875,46.875,79.75,73.875,20.714,34.143,39.5,53.25,45.125,43.75,24.75,23.75,27.625,32.875,38,50.625,55.875,58.125,58.5,70.625,51.375,49.167,51.625,50.5,45.625,51.625
21,53.75,42.625,38.75,36.125,20.25,26.625,30.857,63.5,25.25,21.286,24,31.25,32.625,30.875,21.125,13.625,19.875,35.625,39,42.571,39.75,46.875,63.5,60.625,65.75,70.625,52.25,42.75,42.25,41.75,36.125
22,46,63.125,52.5,40.375,26.375,21.429,41,72.125,53.875,18,22.875,33.375,48.571,43.875,32.25,15.5,22.75,32.125,29.5,44.875,61.75,56.75,63.875,74.875,97,75.571,56,71.75,55,44.875,39.5
23,38.5,48,38.125,24.625,17.75,26.75,30.333,26.25,33.875,15.75,20.625,32.125,28.25,25.625,18.25,11.125,13.5,21,28.833,35.375,23.125,27,30.625,49.375,38,36.625,37.5,33.5,33.5,39.375,24.625
24,48,49.5,43.5,38.25,24.75,18.714,31.25,49.75,40.875,16.714,19.857,30.875,35.375,40.714,26.125,13.625,25.125,37.25,27.5,40.5,34,35.125,51.625,49,56.75,69,44.25,47.375,31.5,33.125,37
25,51.833,NA,NA,NA,NA,20.75,43,NA,NA,NA,NA,29.429,40.125,38.75,28.375,17.625,22.875,35.75,29,39.25,35.375,NA,NA,NA,NA,56.375,49.375,56,49.5,49.625,35.5
26,63.5,59.875,53.375,55.375,53,53.25,50.875,52.625,56,53.5,54.75,66,66.5,69.375,70.125,63.125,69.875,72.25,58.375,61.25,50.125,38,44.5,51.375,64.75,53.429,58.375,58,45.875,51.429,40.125
27,89,60.75,75.125,54.75,61.429,61.25,57.875,54.375,68.125,48.75,50.857,59.286,62.714,61.875,NA,63.875,69.857,67.714,79.167,65.625,64.125,66.5,63.625,52.125,NA,50.571,58.625,60,55.75,58.625,52.75
28,81.5,66.125,62.25,64.25,56.25,58.75,53.875,55.625,57,62.625,64.75,70.75,68.375,81,68.875,70.875,74.875,84.625,97.5,98.375,68,39.125,65.875,70,55.875,45.375,56,61.25,58,49.125,39.25
29,53.375,50.375,52.375,51.125,51,34.25,42.125,48.875,65.5,49.375,49.75,40.875,48.125,52.375,50.125,50.125,56.75,62.375,69,53.143,59,28,45.5,57.25,38.875,41.875,56,55.625,55.25,45.5,43.625
30,68.125,63.5,64.75,62.625,63.125,56.75,NA,NA,86,62.625,63.5,54.857,63.125,66.75,65.875,62.625,69.125,78.375,89,76.125,90,41.875,63.125,70.625,53.375,57.125,79,73.25,77.875,59.375,54.75
31,72.75,56.375,59.125,58.5,51.125,52.833,45.125,47.625,52.75,57.875,54.25,50.625,61.75,73,66,67.125,68.5,72.875,79.25,77,76.25,30.5,65.25,59.125,54.125,50.375,54.625,58.875,58.875,46.75,48.125
32,52.75,57.375,49.5,52.5,50,41.5,39.25,55.75,75.625,56.125,50,39.25,46.375,47.625,45.875,49.875,59.75,59.5,66.875,59.375,65.375,40,45.5,62.25,42.375,50.25,72.5,72,71.625,58.625,54.75
33,70.125,54.25,52.75,52,56.375,54.375,54.25,56.625,70.25,56,61.5,54.5,64.75,68.875,69.125,67.125,70.625,84.125,85.833,72,83.875,44.75,60.625,60.125,52.5,54.143,55.25,66.125,65.875,50.75,46.75
34,58.1875,56.75,58.625,56.875,54.375,47.384,47.5625,52.375,72.75,55.5,54.625,44.75,52.6875,58.75,53.9375,54.75,61.646,66.375,72.375,68.0625,73.8305,36.375,58.4375,68.375,47.229,49.75,71.3125,67.4375,66.4375,53.3125,50.8125
35,63.625,60.625,63.625,63,59.75,54.25,40.5,51,67.875,64.875,60.375,48.25,62.143,71.714,65.875,66.625,68,75.125,89.875,76.5,84.833,36.75,67.375,68.5,51.75,53.25,73.571,69.5,69.75,54.75,53.875
36,62.625,59.875,59.25,56.375,60.5,50.25,51.5,52.75,68.625,61.25,63.625,49,56.75,64.125,59.75,56.375,NA,66.625,74.375,73.625,74.125,38,61.125,61.875,50.375,47.75,75.5,67.75,53.286,52.25,51.5
37,68.875,52.375,56.875,64.25,51.25,47.75,44,48.25,54.25,56.125,53.125,51.375,60.125,69.5,69.857,63.375,64.625,68.25,83.25,74.5,75.25,34.125,55.375,60,48.25,49.375,58,60.75,57.286,48.875,50.125
38,67.375,59.375,64.125,58.625,57.143,51.5,47.875,50.75,64.125,61.125,43.125,45.833,58.375,69.125,62.125,61.5,65.625,78.429,87.125,75.875,75.875,35.375,65,65.875,53.25,50.25,66.429,65.25,65.75,53.125,51.5
39,82.857,62.375,53.5,60.875,59,58.125,59.571,68.25,78,53.75,57.25,55.875,66.875,65.375,63.5,63.625,68.125,84.25,74.75,75.625,81,38.375,58.5,57.5,52.75,52.857,60.875,68,76.75,56.625,50.875
40,58.375,47.625,41.625,54.75,43.75,42.625,33.25,46.75,52.875,43.75,42.75,41.5,47.625,50.875,47.75,48.5,58.125,59.625,61.625,58.875,57,39.875,47.125,51.25,40.875,43.167,63.25,70,66,57.625,50.125
41,46,42.25,41.25,48.833,34.5,40.875,38.125,43,45.75,40.75,39.125,39.375,43.875,45,43,40.75,55.125,56.875,58.375,53.375,62,38,37.75,48.5,37,38,58.75,61.375,50.125,51,51.75
42,78.375,63.125,57.5,60.875,60.5,59.857,60.875,70.375,NA,53.75,58,59.667,76.75,67.875,68.125,67.875,68,88.5,NA,NA,84,51.625,58.875,59.875,53.75,56.5,55.5,58.875,NA,47.125,41.125
43,71.25,53.875,57.125,50.75,46.375,55.143,47.25,49.875,54.5,56.875,58,51.875,66.833,68.625,70.125,65.75,61.125,89.625,83.5,89.375,82,NA,64.5,63.625,61.125,55,54.375,45.857,43.875,36.625,32.375
44,78.125,58.875,58.25,55.75,56.625,56.75,51.625,52,59.375,57.375,57.25,57.5,64.375,63.875,74.667,74.875,73.875,89.25,97,88.75,91.875,34.125,67.125,64.5,59.75,58.25,56.875,60.5,64.125,48.5,47.625
45,88.286,64.875,62.375,61.25,65.625,64.875,60.375,61.125,69.75,60.125,64.625,64.375,77.125,80.5,81.875,78.875,72,94.375,87.75,87.5,89.375,37.125,67.375,66.25,56.5,54.625,59.75,62.375,64.5,47.375,47.875
46,82,65.5,57.625,54.625,52.25,52.625,48.375,47.857,58.625,56.143,59.625,62.625,67.25,69,67.25,68.75,70.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.286,49.625
47,43.125,42.5625,39.125,45.5,42.125,38.9375,36.9375,41.6875,42.8125,44.375,41.25,45.6875,64.75,58.5,52.75,57.6875,58.8125,69.6875,73.375,68.625,58.4375,28.75,48.125,42.625,50.125,45.357,48.875,52.25,35.75,37.25,39.625
48,59.375,54.125,50.75,51.25,52.875,49,46.125,49.625,55,52.5,54.25,58,67.625,73.75,68.125,67.25,69.75,82.125,87.125,79.375,58.5,35.125,45.25,49.5,63.5,59.375,55.5,58.375,45.5,45.25,43.5
49,51.375,47.75,44.5,49.875,47.429,44.75,42.5,45.125,48.25,49.875,49.375,53,64.25,67.5,61.625,64.375,64.625,79.875,83.125,75.5,52,32.5,46.5,45.625,55.25,51.875,48.833,53.375,38,37.5,40.125
50,47.375,44.25,42.375,46.875,49.375,45.375,42.75,46.25,48.625,46.5,46.875,54.125,70,61.5,59.25,61.625,62.875,71,77.125,72.375,60.875,38.5,53.625,50.125,56.75,53.375,54.75,58.5,46.875,49.375,46.125
51,52.375,45.25,42.25,44.375,45,41.875,39.429,40.125,44,42,46.125,50,59.429,69,59.875,61.5,59.125,74.625,77.25,73.625,50.375,29.5,44.125,44.25,54.375,52.286,49.625,54.75,39.286,40.875,39.625
52,50.875,47.75,42.5,47,48.5,45.286,43.75,47.875,48,50,47.125,51.125,71.125,63,59.375,62,64.75,76.75,79.75,71.375,63,34.5,52,47.375,56.625,51.125,52.75,55.75,44,43.625,44
53,47.5,42.5,41.25,42.875,44.125,42.625,39.625,40.875,41.625,42.625,44.5,49,63.5,63.333,58.25,57.625,59.125,73.125,75.75,74.625,57.5,30.125,44.625,45.625,52.125,47.625,52.625,55.625,40.125,37.625,43
54,39.375,36.75,34.25,36.75,40,36.875,33.625,36.25,36.625,37.5,36.571,41.375,57.375,47.875,45.75,48.875,50.5,57.25,61.857,67.714,60.125,37.5,49.875,47.5,54.625,50.75,55.25,59.5,47.875,47.875,43.375
55,62.875,48.875,49.125,56.625,52.875,47.375,41,49.75,46.375,48,50.5,51.75,59,56.625,55,54.375,64.875,66.75,81.875,73.25,68.375,37.125,50.75,50,46.875,48.375,57.75,NA,41.625,41.125,36.75
56,59.5,59,55,63.375,65.125,60,56.75,57.875,56,59.625,62,NA,NA,NA,NA,NA,NA,NA,79.875,74,59.571,36.5,51.875,50.375,52.75,52,56.75,65.875,52.333,50.5,44.375
57,61,46,50.75,54.5,47.375,43.25,38.75,40.125,51.875,46.25,46.125,41.125,57.5,61.125,57,57.25,54.875,65.625,80.375,77.125,70,29.875,55.625,54.25,53,52.5,53,57,53.5,45.75,46.714
58,48.25,41.25,42.375,50.375,42.25,NA,33.5,39.125,48.125,43.125,42.5,39.5,47.5,44.875,44.143,43.75,55.5,55.25,70,59.875,67.875,34,46.625,54.75,36.375,38.875,53,NA,46.5,46.25,44.25
59,73.25,56.875,55.5,65.75,55,54.375,48.125,50.375,55.75,53.125,55.875,67.125,68,78,75.625,77.25,72.75,76.625,96.875,95.75,68.375,39.625,59.25,67.5,57.625,55,50.125,60.125,54.625,46.125,46.875
60,36.875,44.375,53.625,48.625,59.857,57.5,55.25,71.125,48.25,33.875,38.125,58.25,40.75,42.375,41.375,42.375,69.875,49.5,52,61.375,50.75,45.75,33.875,30.25,30.75,32.875,25.875,28.125,42.125,40.625,47.625
61,60.75,66.125,75.5,49.25,53.875,40.375,64.5,71.25,72.125,31.125,51.286,64.625,68,59.25,42.375,36.625,26.75,24.25,37.125,36.625,41.75,50.375,89.875,53.625,48.625,16,34.286,47.25,61.5,61.75,60.875
62,46.25,42.375,51.286,48.75,35.125,45.25,48.714,57.286,57,41.25,56,59.286,60.375,50.375,43.625,40.25,36.625,29.75,31.625,37,40.429,44.875,42.429,50,43.625,38,22.143,44.571,48.143,45.875,48.25
63,58.571,58.429,61.5,60.857,57,53.857,58.429,71.857,66.857,56,46.714,65.286,65.286,63.714,63.857,59.875,36.75,31.857,38,48.857,44.429,49.375,63.714,51.75,40.286,52.857,37,48.143,70.143,71.571,69.714
64,57.375,64.625,76.125,49.75,55.5,40,67,70.375,50.875,58.75,59.25,65.375,78.125,63.333,55.25,48.75,27.25,34.375,53.375,51.375,46.125,67.875,64.25,60.375,57.875,57.125,39.125,57.875,70,73.375,70
65,49.25,55.875,77.5,47.25,51.875,47,71.875,68.125,55.625,40.75,54,66.75,69.375,65.625,51.625,47.875,26.5,NA,NA,45.375,37.571,54.25,63.125,54.75,52.714,50.875,33.25,55.25,65.875,66.625,61
66,45.375,62,65.375,43.375,48.875,23.375,59.375,64.75,45.25,35.125,49.75,46.5,70.625,63.875,48.875,34.875,20.5,24.75,35.875,35.625,32.375,57.125,55.125,48.75,42.875,47.375,29.5,44.875,NA,64.25,62.125
67,14.5,25.75,20.875,20.429,13.857,10.714,13.75,11,12.625,15.75,8.8571,9.5,13.75,15.875,12.875,21.125,21.25,18,15.25,18.125,17.5,17.75,45,27.875,15.75,19.5,21.25,22.875,22.625,24.375,20.375
68,16.25,35.625,31,31.625,21.125,14.429,22.25,19.875,18.75,22.375,18.75,19.875,21.375,26.5,17.75,32.625,30.875,27.625,25.5,22,26.375,32,61.5,37.5,24,24.375,22.5,27.875,29.375,31.875,31.25
69,44.25,49.75,50.375,56.375,26.25,24.25,28.25,25.375,23,27.625,38.125,63.75,61.75,77.125,73.5,75.375,66.25,37.375,40.5,46.25,23.125,42.125,90.375,74.875,54,68,51.25,46.75,44.625,52.75,42
70,29.5,44.125,39.75,40.625,22.75,16,24.625,20,19.25,23.5,23,32,32.25,34.75,34.875,47.125,46.625,32,33,35.75,26.125,38,78.875,58.375,37.75,36.125,39,36.25,36.375,41.5,39.875
71,78.5,66.625,62.625,68.75,64,66.5,52.125,45.25,34.625,37.5,60,78.75,83.5,88.375,97.25,73,71.375,64.5,62.75,73.625,59.5,58,71.875,63.25,62.75,87.75,75,69.5,62.25,62.625,53
72,74.75,62.375,57.5,58.875,62.625,61.75,55,53,34.375,36.5,47.375,52.625,62.125,71.5,77.625,74.875,72.25,71.875,66.875,69.75,56.5,49.75,62.5,67.875,60.625,67.25,73.875,71.75,64.25,56.375,59.875
73,77.75,66.5,64.5,60,73,69.375,61.5,57.5,36.375,40.125,58.375,60.625,69.5,81.75,83.375,77.125,76.5,82.875,76.625,NA,67.625,63,68.625,67.5,65.25,79.875,85.625,75.5,73,59.5,63.125
74,82.125,72.625,68.875,72.5,68,72.875,56.125,50,38.375,40.25,68.25,85.25,87.875,96.5,97.75,79.625,77.25,NA,NA,76.625,71.875,65,83.25,71,70.25,96.875,80.75,75.375,68.5,65,56.75
75,62.75,59.875,56.75,50.5,54.125,60.25,47.375,43,31.375,37.375,41,47.375,60.25,71.875,74.25,68.5,64.625,58,56.75,58.75,42,49,55.625,65.25,56.625,66.625,64.25,67.125,56.375,57.5,53.75
76,43.125,44.75,46.25,54.75,23.75,22.125,23.375,20.625,20.625,22.375,38.125,62.125,49.375,67.25,63.25,56.875,55.125,30.125,36.25,46.25,24.5,44,77.125,61.875,60.625,62.125,59.25,51.875,43.625,48.75,42.625
77,46.25,48.875,51.125,57.125,38.5,33.25,32.5,27,25.25,25.75,41.75,63.125,62.625,67.5,56,63.125,56.25,42.375,42.25,48.875,28.875,43.875,73.25,61.875,61.875,70,56.625,53.375,46.625,49,52.75
78,26.429,30.75,24.571,29.143,21,13.286,21,19.5,19,20.5,18.5,20.25,21.375,24.25,23.5,29.125,27.625,27.25,28.125,30.875,26.125,33.25,47.143,32,26.625,29.25,33,34.75,33.375,30,30
79,44.5,49.25,44.5,50.75,33.25,27.625,28.75,23.375,24,24,37.625,57,43,57.5,53.625,59.5,50.125,38.875,39.125,47,28.75,41.25,74,52.125,48.714,57,51.875,49.125,46.125,47.875,46.375
80,91.125,68.375,64.375,65.5,72.625,74.625,54.25,48.75,32.25,47.625,56.75,85.125,98.625,104.88,99.75,87.875,84.125,71.75,71.5,96.5,67.375,67.375,89.5,75,70.875,94.375,94.375,90,79.625,77.875,59.125
81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,56.625,52.25,57.375,57.75,54,52.375,53.375,NA,59.429,52.75,52.25,49.875,55.75,59.375,63.5,63.875,51,53
82,94.9375,75.1875,72.4375,66.125,83.8125,67.0625,56.5625,49.5625,37.3125,45.6875,55.4375,70.5625,91.4375,91.5,93.25,79.625,75.6875,88.5625,81.75,87.375,60.875,67.375,85.9375,78.25,74.6875,99.75,89.5,90.375,80.75,84.75,67.625
83,73.375,69.875,62,64.375,60.125,55.125,42.625,41.5,31,41.125,50.625,66.5,72.125,71.875,86.75,86.125,74.625,62,71,70,69.625,57.375,73,76.375,55.5,64.25,91.5,72.75,63.5,59.875,63.875
84,87.5,87.375,78.25,77.625,76.5,67.875,57.75,54.5,40.375,50.75,59.75,86.625,101.12,93.625,103.75,106.38,92.625,81,97.875,83.25,84.125,71,84.25,84,71.75,NA,111.5,89.25,78,73.5,79.875
85,77.1875,79.125,68.8125,67.375,68.107,62.8125,54.75,47.8125,34.9375,41,54.616,70.6875,NA,NA,88.94,87.94,73.125,71,70.75,69.232,79.0625,60.875,76.75,76,NA,78.8125,NA,77.3125,68,65.25,66.25
86,89.125,77.625,78.625,74.125,74.625,64.375,53.375,54.125,45.75,53,61.125,82,83.5,83.875,92.625,95.5,84.375,71.375,86.75,79.75,77.25,76.125,80.625,82.625,75.25,78.75,100.25,81.75,75.25,72.125,73.25
87,81.5,78.75,70.75,67.375,67.286,61.125,53.5,46.75,35.875,44.875,52,81.875,96.833,88.75,91.286,96.875,81.25,74.5,93.25,79,78.5,68.25,78.75,73.875,62.714,80.375,96.5,78.875,72.75,73.625,72.625
88,62.625,59.875,55.25,50.5,54.5,50.875,51.25,46.75,32.5,33.125,NA,49.375,52.5,61.25,64.25,62,60.75,55.125,52.125,54.375,50,42.5,49.125,53,57.25,52.75,62.5,62.5,55.625,48.875,49.75
89,47.25,50.8125,55.8125,53.125,50.5625,54.25,60.25,61.354,49.25,41.8125,47.8125,58.75,43.5625,63.75,34.1665,73.875,50.9375,49.875,35.3125,42.125,41.25,54.1665,23.75,23.125,NA,53.625,38.0625,16.875,23.2915,29.3125,34.8125
90,42.5,45.5,49.375,55.5,57.625,48.125,52.75,62,46,39,40.375,55.5,34.25,46.333,32.25,55.25,51.875,34.5,32.125,40.375,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,63.75,58.25,62,55.125,50.875,51.25,70.625,65,55.125,54.625,52.75,64.625,59.75,73,52.875,85.625,61.625,NA,45.875,54.125,59.375,70,24,20.75,49.625,62.25,47.5,35,30.875,41.5,42.5
92,77.625,73.375,73.75,62.714,68.5,63.5,83.875,75.25,67.375,63.25,61.5,70.375,66.75,63.125,67.125,84,73.75,70.875,57,60.375,69.75,81,35.625,34,58.375,68.75,63.75,41.375,41.625,49.625,48
93,64.25,60.875,59,59.375,58.125,51.5,60.125,57.5,47.625,42.875,47,40.75,43.125,45.125,49.25,58.75,63.75,52.25,46.5,55.5,56.25,62.75,31.75,27.5,35.375,55.5,49.375,31.625,29.25,38.875,39
94,82.25,82.375,71.429,65.5,69,78.75,81.875,80.125,61,58.286,57.714,60.375,58.875,61.571,64.75,78.375,67,67.429,74.571,79.857,72.143,69,64.75,54.125,68.286,69.429,68,64.125,60.429,64,65.625
95,NA,79.25,73.75,72.875,73.125,65,61.25,62.875,48.625,54.125,68,85.75,92.25,84.5,97.375,100,88,84.571,77.625,93.25,92,84.75,93.625,85.125,71,84,99.5,86,83.625,76.375,67.125
96,87.5,82.375,76.25,77.75,76.375,72.143,67.625,65.875,53.75,53.375,52,83,88.125,83.625,93.75,89.5,78.25,66.75,73.5,85.25,89.5,78.5,87.25,80.75,73,83.125,96.125,94,79.75,77.625,64.875
97,90.125,80.625,72.375,76.3125,75.3125,68.0625,61.875,64.1875,48.25,58,64.8125,83,82.25,87,90.6875,96.25,95.6875,76.5,72.4375,85.4375,86.25,75.875,84.125,84.125,70.6875,81.9375,96.25,86.625,84.875,79.375,68.1875
98,94.25,81.714,71.125,66.875,80.5,76.75,78,70.75,56.125,55.375,71.5,81.875,54.625,49.571,65.875,68.75,67.125,67,68.375,61.25,58,63.75,NA,NA,NA,NA,66.125,36.857,39.625,44.5,43.625
99,94.5,81.375,71.625,76.75,77.25,69.625,65,67.125,53.125,60.75,65.625,88.625,89,86.5,96.875,102.13,96.625,80.125,74.5,94,88.375,79.625,88,85.5,75.625,84.25,98.5,89.375,85.375,78.375,69.125
100,106.25,87.125,82.25,78.625,88.25,79.25,79.375,73.875,61.875,60,80.875,101.25,107.25,99.375,108.13,109.88,97.625,94.875,83.875,94.833,100.12,102.12,103.38,91.75,81.625,102,113.63,105,102.67,90.5,79.625
101,90.375,83.125,69,75.5,76.125,70.125,60.375,62.75,46.25,58.375,56.375,84.875,85.125,90.625,91.5,89.125,84.875,71.625,73.375,89.25,86,74.25,82.5,84.75,68.25,85,96.5,84,83.75,74.25,68.875
102,76.75,75.375,68.625,68.125,66.875,NA,54.25,51.625,34.375,50.5,51.875,69.625,80.625,81.5,98.125,84.5,68.625,66.875,72.875,67.875,77,59.125,72.875,80.75,61.125,76.375,85.125,80,71.875,62.25,63.375
103,45,46.667,43.75,40,35,NA,35,27.143,27.5,23.75,26.25,38.75,53.75,65,53.75,52.5,45,45,50,52.5,43.75,47.5,48.75,45,44.286,53.75,56.25,53.75,43.75,51.25,40
104,63.375,75.125,84.5,87.4375,68.5625,61.8125,60.875,48.9375,73.75,85,52.875,NA,72.9165,NA,NA,74.1875,91.8125,64.375,62.4375,42.75,NA,68.625,56.25,74.125,56.125,61.625,58.1875,54.5,48.5625,61.8125,76.4375
105,56,63,56.75,61.25,50.25,50.375,50.625,51.375,63,61,64.625,68.375,41.875,NA,51.375,59.25,47.375,42.75,36.875,43.25,56.125,61.25,42.875,38.5,44.25,45.125,45.125,46.125,42,39.5,43.5
106,54.875,72.25,77.375,80.25,56.625,55.375,NA,45.857,71.375,76.875,65.875,71.875,58.125,44,45.125,76.5,75.375,64.375,51.75,45.167,NA,61.75,64.75,68,53.25,NA,50.625,47.375,45.375,53.5,66.5
107,44.25,58.875,57.25,66.25,43.714,49,46.125,40.5,54.375,57.625,49.125,57.333,44.5,47.5,37.25,54.25,56.875,43.5,35.333,NA,42.125,55.125,45.625,48.625,39.75,46,37.25,44.5,36.375,40.375,47.625
108,71.75,69,65.5,74.5,74.75,72.125,66.875,50.5,79,77.75,67.375,74.875,74.375,61.375,67.5,89.375,109,99.125,84.5,52.75,60.625,64.375,70.375,74.25,67,59.75,61,63.125,64.75,67.875,75.375
109,42.5,50.625,49.375,55.5,43.5,47.125,45.25,39,45.75,48.875,35.625,43.375,35.875,38.625,35.625,47.625,47.25,42.25,34.75,37.125,41.625,45.25,37.75,39.375,33.5,38.875,37,36,31.125,32.5,40
110,61.5,72.375,76.125,79.5,70.125,61,56.625,49.625,68.875,74.25,61.375,67,67.5,52.375,54.625,82.125,98.625,69,65.125,44.75,58,72.75,67.875,71.875,58,56.625,56.375,59.75,55.75,73.125,84.125
111,57.25,69.875,76.375,80.875,57.375,58.25,56.25,45.125,64.5,73.375,55.5,70.125,59.625,53.125,47.25,71,81.375,61.75,53.625,40,52.5,66.25,55,65.125,50.25,57.125,48.5,50.75,47.875,55.25,64.625
112,32.429,47.5,45.375,48.125,42.125,35.25,35.875,33.375,39.5,40.125,26.375,30.5,36.375,32.875,29,34.375,45.375,31,24,28,39,39.75,28.25,31.75,26.75,27.625,29.5,34.875,34.25,34.5,37
113,51.5,59.75,54.625,58.75,51.5,51.125,51.75,50.125,49.5,52.75,59,61,48.143,39.375,62.625,52.5,49.625,44.125,39.875,40,51.75,44.75,40,38,42.125,44.5,44.25,46.375,40.5,35.625,39.25
114,108.25,94,97.875,99.125,99,90.375,85.875,60,104.25,107.38,81.375,85.5,94.125,69.75,79.25,141.37,141.63,127,105.88,NA,NA,69.571,85.125,91.625,87.625,84.5,89.75,NA,82.25,88,84.125
115,103,96,82,87.625,88.875,89,90.25,72.375,90.5,68.375,79,89.875,73.75,45.375,85.375,97.625,82.333,75.625,92.125,63.75,79.875,79.25,86.25,62.375,96.375,96,86.375,72.375,64.25,66.875,56.25
116,19.143,27.25,24.125,26.75,18.625,12.125,21.125,16,15.857,17.143,18.375,25.75,25.75,28.125,27.625,32.75,29.5,24.857,26,30.5,21.375,32.125,59.5,37.625,24.625,29.75,33.375,36.375,31.625,32.375,29.5
117,74.25,73.625,64.875,67.75,70.286,72.875,60.125,54.5,44.75,48.125,48.875,75.625,82.5,86.375,67.5,71.5,82.875,73.625,65.625,85.25,83.333,64.286,73.25,69.125,55.875,66.875,74,94.125,80.125,64.125,60.5
